# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 66K of event 'cycles:P'
# Event count (approx.): 62401597400
#
# Overhead  Command          Shared Object                                        Symbol                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
# ........  ...............  ...................................................  .........................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................
#
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000032796a
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b47afc
     0.00%  python           cv2.abi3.so                                          [.] 0x000000000100639d
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033cf6f
     0.00%  python           [unknown]                                            [k] 0xffffffff8e7c06e3
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000327c4c
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000000d78ee3
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000030fcb9
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fa43f
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f9ef4
     0.00%  python           [unknown]                                            [k] 0xffffffff8e7fc470
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000327c5f
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fc5f7
     0.00%  python           [unknown]                                            [k] 0xffffffff8e4c2760
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000848822
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fe77b
     0.00%  python           _multiarray_umath.cpython-310-x86_64-linux-gnu.so    [.] get_view_from_index.constprop.0
     0.00%  mediapipe/39542  [unknown]                                            [k] 0xffffffff8e4eae59
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f888c
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000008582ad
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000844b66
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000848dfb
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fc835
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fa3a1
     0.00%  python           cv2.abi3.so                                          [.] 0x000000000266685b
     0.00%  python           _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] absl::Mutex::Unlock()
     0.00%  python           _message.abi3.so                                     [.] PyUpb_ObjCache_Delete
     0.00%  python           libpython3.10.so.1.0                                 [.] PyNumber_InPlaceOr
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033d5df
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000084879e
     0.00%  mediapipe/39542  [unknown]                                            [k] 0xffffffff8e706d78
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000030f7b8
     0.00%  python           [unknown]                                            [k] 0xffffffff8e7cca6b
     0.00%  python           [unknown]                                            [k] 0xffffffff8e43a430
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000321af4
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000031768d
     0.00%  python           cv2.abi3.so                                          [.] 0x000000000103659e
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fb9bb
     0.00%  python           [unknown]                                            [k] 0xffffffff8eb3c27f
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fc294
     0.00%  python           _pywrap_tensorflow_interpreter_wrapper.so            [.] pybind11::cpp_function::initialize_generic(std::unique_ptr<pybind11::detail::function_record, pybind11::cpp_function::InitializingFunctionRecordDeleter>&&, char const*, std::type_info const* const*, unsigned long)
     0.00%  mediapipe/39527  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] void google::protobuf::internal::RepeatedPtrFieldBase::MergeFromInnerLoop<google::protobuf::RepeatedPtrField<mediapipe::Classification>::TypeHandler>(void**, void**, int, int)
     0.00%  python           [unknown]                                            [k] 0xffffffff8e282d70
     0.00%  mediapipe/39548  [unknown]                                            [k] 0xffffffffc0fc1ee6
     0.00%  python           libpython3.10.so.1.0                                 [.] _io__IOBase_close
     0.00%  python           [unknown]                                            [k] 0xffffffff8e414744
     0.00%  python           [unknown]                                            [k] 0xffffffff8eb30734
     0.00%  python           cv2.abi3.so                                          [.] 0x000000000106fe7b
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000359704
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000084bea2
     0.00%  mediapipe/39542  [unknown]                                            [k] 0xffffffff8e69451e
     0.00%  python           libpython3.10.so.1.0                                 [.] _PyDict_GetItemIdWithError
     0.00%  python           libQt5Gui-1ce8cbfe.so.5.15.16                        [.] 0x000000000011c881
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000008486ec
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000085270a
     0.00%  python           [unknown]                                            [k] 0xffffffff8e42210e
     0.00%  mediapipe/39543  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] tflite::QuantizationParameters::Verify(flatbuffers::VerifierTemplate<false>&) const
     0.00%  mediapipe/39543  [unknown]                                            [k] 0xffffffff8e000b94
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000000fbfbda
     0.00%  mediapipe/39543  _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] absl::Mutex::Lock()
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000855357
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b46f70
     0.00%  mediapipe/39543  [unknown]                                            [k] 0xffffffff8e4adce7
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000084674a
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000327f6b
     0.00%  python           libc.so.6                                            [.] _setjmp
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000084be81
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b46f68
     0.00%  python           [unknown]                                            [k] 0xffffffff8e47b200
     0.00%  python           [unknown]                                            [k] 0xffffffff8e414c89
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000003102b3
     0.00%  mediapipe/39538  [unknown]                                            [k] 0xffffffff8e104109
     0.00%  python           _framework_bindings.cpython-310-x86_64-linux-gnu.so  [.] google::protobuf::FieldDescriptorProto::_InternalParse(char const*, google::protobuf::internal::ParseContext*)
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000000d78dab
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b466ba
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002f8ccb
     0.00%  python           [unknown]                                            [k] 0xffffffff8e405fa2
     0.00%  python           [unknown]                                            [k] 0xffffffff8e3defe5
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b46853
     0.00%  python           [unknown]                                            [k] 0xffffffff8e72432f
     0.00%  python           [unknown]                                            [k] 0xffffffff8e654f18
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000855400
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fe6cf
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fc2bc
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002faf58
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b466f5
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b47098
     0.00%  python           [unknown]                                            [k] 0xffffffff8e6f2c70
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x000000000033d099
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fe652
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000000fbfa39
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x0000000000847326
     0.00%  python           cv2.abi3.so                                          [.] 0x0000000001b45fae
     0.00%  python           libpython3.10.so.1.0                                 [.] PyThread_tss_get
     0.00%  python           libavcodec-76c43bf0.so.59.37.100                     [.] 0x00000000002fd3fd
     0.00%  mediapipe/39543  [unknown]                                            [k] 0xffffffff8e6f43b5
